GID	COG	COG_Name	COG_Class
33339	MD15G1328900	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
33340	MD15G1329000	E	( E ) Amino acid transport and metabolism	METABOLISM
33341	MD15G1329100	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
33342	MD15G1329200	P	( P ) Inorganic ion transport and metabolism	METABOLISM
33343	MD15G1329300	S	( S ) Function unknown	POORLY CHARACTERIZED
33344	MD15G1329400	S	( S ) Function unknown	POORLY CHARACTERIZED
33345	MD15G1329500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33346	MD15G1329600	S	( S ) Function unknown	POORLY CHARACTERIZED
33347	MD15G1329700	S	( S ) Function unknown	POORLY CHARACTERIZED
33348	MD15G1329800	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
33349	MD15G1330000	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
33350	MD15G1330100	E	( E ) Amino acid transport and metabolism	METABOLISM
33351	MD15G1330100	I	( I ) Lipid transport and metabolism	METABOLISM
33352	MD15G1330200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33353	MD15G1330300	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
33354	MD15G1330400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33355	MD15G1330500	E	( E ) Amino acid transport and metabolism	METABOLISM
33356	MD15G1330600	S	( S ) Function unknown	POORLY CHARACTERIZED
33357	MD15G1330800	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33358	MD15G1330900	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33359	MD15G1331000	S	( S ) Function unknown	POORLY CHARACTERIZED
33360	MD15G1331100	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
33361	MD15G1331200	P	( P ) Inorganic ion transport and metabolism	METABOLISM
33362	MD15G1331300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33363	MD15G1331500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33364	MD15G1331600	S	( S ) Function unknown	POORLY CHARACTERIZED
33365	MD15G1331800	S	( S ) Function unknown	POORLY CHARACTERIZED
33366	MD15G1332000	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
33367	MD15G1332200	S	( S ) Function unknown	POORLY CHARACTERIZED
33368	MD15G1332300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33369	MD15G1332600	E	( E ) Amino acid transport and metabolism	METABOLISM
33370	MD15G1332900	E	( E ) Amino acid transport and metabolism	METABOLISM
33371	MD15G1333300	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33372	MD15G1333400	S	( S ) Function unknown	POORLY CHARACTERIZED
33373	MD15G1333600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33374	MD15G1334000	S	( S ) Function unknown	POORLY CHARACTERIZED
33375	MD15G1334200	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33376	MD15G1334300	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
33377	MD15G1334400	S	( S ) Function unknown	POORLY CHARACTERIZED
33378	MD15G1334500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33379	MD15G1334900	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33380	MD15G1335000	C	( C ) Energy production and conversion	METABOLISM
33381	MD15G1335400	S	( S ) Function unknown	POORLY CHARACTERIZED
33382	MD15G1335500	E	( E ) Amino acid transport and metabolism	METABOLISM
33383	MD15G1335600	E	( E ) Amino acid transport and metabolism	METABOLISM
33384	MD15G1335700	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
33385	MD15G1335800	S	( S ) Function unknown	POORLY CHARACTERIZED
33386	MD15G1336200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33387	MD15G1336300	S	( S ) Function unknown	POORLY CHARACTERIZED
33388	MD15G1336400	E	( E ) Amino acid transport and metabolism	METABOLISM
33389	MD15G1336400	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33390	MD15G1336800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33391	MD15G1336900	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33392	MD15G1337100	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33393	MD15G1337200	S	( S ) Function unknown	POORLY CHARACTERIZED
33394	MD15G1337600	S	( S ) Function unknown	POORLY CHARACTERIZED
33395	MD15G1337800	S	( S ) Function unknown	POORLY CHARACTERIZED
33396	MD15G1337900	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33397	MD15G1338000	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33398	MD15G1338100	S	( S ) Function unknown	POORLY CHARACTERIZED
33399	MD15G1338200	F	( F ) Nucleotide transport and metabolism	METABOLISM
33400	MD15G1338300	S	( S ) Function unknown	POORLY CHARACTERIZED
33401	MD15G1338400	S	( S ) Function unknown	POORLY CHARACTERIZED
33402	MD15G1339400	F	( F ) Nucleotide transport and metabolism	METABOLISM
33403	MD15G1339500	S	( S ) Function unknown	POORLY CHARACTERIZED
33404	MD15G1339600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33405	MD15G1340000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33406	MD15G1340200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33407	MD15G1340300	S	( S ) Function unknown	POORLY CHARACTERIZED
33408	MD15G1340500	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33409	MD15G1340700	S	( S ) Function unknown	POORLY CHARACTERIZED
33410	MD15G1340800	S	( S ) Function unknown	POORLY CHARACTERIZED
33411	MD15G1340900	S	( S ) Function unknown	POORLY CHARACTERIZED
33412	MD15G1341000	S	( S ) Function unknown	POORLY CHARACTERIZED
33413	MD15G1341400	S	( S ) Function unknown	POORLY CHARACTERIZED
33414	MD15G1341600	S	( S ) Function unknown	POORLY CHARACTERIZED
33415	MD15G1341800	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
33416	MD15G1341900	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
33417	MD15G1342000	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
33418	MD15G1342300	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
33419	MD15G1342400	F	( F ) Nucleotide transport and metabolism	METABOLISM
33420	MD15G1342500	F	( F ) Nucleotide transport and metabolism	METABOLISM
33421	MD15G1342600	H	( H ) Coenzyme transport and metabolism	METABOLISM
33422	MD15G1342700	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33423	MD15G1342800	S	( S ) Function unknown	POORLY CHARACTERIZED
33424	MD15G1343000	S	( S ) Function unknown	POORLY CHARACTERIZED
33425	MD15G1343100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33426	MD15G1343200	S	( S ) Function unknown	POORLY CHARACTERIZED
33427	MD15G1343400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33428	MD15G1343500	E	( E ) Amino acid transport and metabolism	METABOLISM
33429	MD15G1343600	E	( E ) Amino acid transport and metabolism	METABOLISM
33430	MD15G1343900	E	( E ) Amino acid transport and metabolism	METABOLISM
33431	MD15G1344100	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
33432	MD15G1344200	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
33433	MD15G1344300	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
33434	MD15G1344500	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
33435	MD15G1344700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33436	MD15G1344800	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33437	MD15G1344900	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33438	MD15G1345000	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33439	MD15G1345100	S	( S ) Function unknown	POORLY CHARACTERIZED
33440	MD15G1345200	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
33441	MD15G1345300	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
33442	MD15G1345400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33443	MD15G1345500	S	( S ) Function unknown	POORLY CHARACTERIZED
33444	MD15G1345600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33445	MD15G1345700	C	( C ) Energy production and conversion	METABOLISM
33446	MD15G1345800	P	( P ) Inorganic ion transport and metabolism	METABOLISM
33447	MD15G1346100	S	( S ) Function unknown	POORLY CHARACTERIZED
33448	MD15G1346200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33449	MD15G1346400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33450	MD15G1346700	H	( H ) Coenzyme transport and metabolism	METABOLISM
33451	MD15G1346800	E	( E ) Amino acid transport and metabolism	METABOLISM
33452	MD15G1346900	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
33453	MD15G1347000	S	( S ) Function unknown	POORLY CHARACTERIZED
33454	MD15G1347200	C	( C ) Energy production and conversion	METABOLISM
33455	MD15G1347600	H	( H ) Coenzyme transport and metabolism	METABOLISM
33456	MD15G1347700	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
33457	MD15G1348000	S	( S ) Function unknown	POORLY CHARACTERIZED
33458	MD15G1348200	I	( I ) Lipid transport and metabolism	METABOLISM
33459	MD15G1348600	I	( I ) Lipid transport and metabolism	METABOLISM
33460	MD15G1348800	I	( I ) Lipid transport and metabolism	METABOLISM
33461	MD15G1348900	I	( I ) Lipid transport and metabolism	METABOLISM
33462	MD15G1349000	I	( I ) Lipid transport and metabolism	METABOLISM
33463	MD15G1349400	H	( H ) Coenzyme transport and metabolism	METABOLISM
33464	MD15G1349800	I	( I ) Lipid transport and metabolism	METABOLISM
33465	MD15G1349900	S	( S ) Function unknown	POORLY CHARACTERIZED
33466	MD15G1350300	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
33467	MD15G1350600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33468	MD15G1350700	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
33469	MD15G1350800	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33470	MD15G1350900	S	( S ) Function unknown	POORLY CHARACTERIZED
33471	MD15G1351000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33472	MD15G1351200	S	( S ) Function unknown	POORLY CHARACTERIZED
33473	MD15G1351300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33474	MD15G1351400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33475	MD15G1351400	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
33476	MD15G1351600	S	( S ) Function unknown	POORLY CHARACTERIZED
33477	MD15G1351700	S	( S ) Function unknown	POORLY CHARACTERIZED
33478	MD15G1351800	S	( S ) Function unknown	POORLY CHARACTERIZED
33479	MD15G1352100	S	( S ) Function unknown	POORLY CHARACTERIZED
33480	MD15G1352300	E	( E ) Amino acid transport and metabolism	METABOLISM
33481	MD15G1352400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33482	MD15G1352500	S	( S ) Function unknown	POORLY CHARACTERIZED
33483	MD15G1352600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33484	MD15G1352700	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33485	MD15G1352900	S	( S ) Function unknown	POORLY CHARACTERIZED
33486	MD15G1353000	E	( E ) Amino acid transport and metabolism	METABOLISM
33487	MD15G1353200	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33488	MD15G1353500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33489	MD15G1353600	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33490	MD15G1353700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33491	MD15G1353800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
33492	MD15G1353900	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33493	MD15G1354100	H	( H ) Coenzyme transport and metabolism	METABOLISM
33494	MD15G1354200	S	( S ) Function unknown	POORLY CHARACTERIZED
33495	MD15G1354300	S	( S ) Function unknown	POORLY CHARACTERIZED
33496	MD15G1354500	S	( S ) Function unknown	POORLY CHARACTERIZED
33497	MD15G1355000	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33498	MD15G1355100	P	( P ) Inorganic ion transport and metabolism	METABOLISM
33499	MD15G1355200	H	( H ) Coenzyme transport and metabolism	METABOLISM
33500	MD15G1355600	E	( E ) Amino acid transport and metabolism	METABOLISM
33501	MD15G1355700	S	( S ) Function unknown	POORLY CHARACTERIZED
33502	MD15G1355800	S	( S ) Function unknown	POORLY CHARACTERIZED
33503	MD15G1356000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33504	MD15G1356100	S	( S ) Function unknown	POORLY CHARACTERIZED
33505	MD15G1356200	S	( S ) Function unknown	POORLY CHARACTERIZED
33506	MD15G1356500	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
33507	MD15G1356600	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
33508	MD15G1356700	H	( H ) Coenzyme transport and metabolism	METABOLISM
33509	MD15G1356900	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
33510	MD15G1357000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33511	MD15G1357100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33512	MD15G1357300	F	( F ) Nucleotide transport and metabolism	METABOLISM
33513	MD15G1357700	C	( C ) Energy production and conversion	METABOLISM
33514	MD15G1357700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33515	MD15G1357800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33516	MD15G1357900	C	( C ) Energy production and conversion	METABOLISM
33517	MD15G1358200	S	( S ) Function unknown	POORLY CHARACTERIZED
33518	MD15G1358300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33519	MD15G1358500	S	( S ) Function unknown	POORLY CHARACTERIZED
33520	MD15G1358600	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
33521	MD15G1358700	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
33522	MD15G1358800	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33523	MD15G1359000	C	( C ) Energy production and conversion	METABOLISM
33524	MD15G1359100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33525	MD15G1359200	S	( S ) Function unknown	POORLY CHARACTERIZED
33526	MD15G1359300	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33527	MD15G1359400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33528	MD15G1359500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33529	MD15G1359600	S	( S ) Function unknown	POORLY CHARACTERIZED
33530	MD15G1360000	E	( E ) Amino acid transport and metabolism	METABOLISM
33531	MD15G1360100	S	( S ) Function unknown	POORLY CHARACTERIZED
33532	MD15G1360400	H	( H ) Coenzyme transport and metabolism	METABOLISM
33533	MD15G1360500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33534	MD15G1360600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33535	MD15G1361300	S	( S ) Function unknown	POORLY CHARACTERIZED
33536	MD15G1361400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33537	MD15G1361500	I	( I ) Lipid transport and metabolism	METABOLISM
33538	MD15G1361700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33539	MD15G1361800	I	( I ) Lipid transport and metabolism	METABOLISM
33540	MD15G1362100	S	( S ) Function unknown	POORLY CHARACTERIZED
33541	MD15G1362200	S	( S ) Function unknown	POORLY CHARACTERIZED
33542	MD15G1362500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33543	MD15G1362700	P	( P ) Inorganic ion transport and metabolism	METABOLISM
33544	MD15G1362800	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33545	MD15G1363000	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33546	MD15G1363200	S	( S ) Function unknown	POORLY CHARACTERIZED
33547	MD15G1363500	I	( I ) Lipid transport and metabolism	METABOLISM
33548	MD15G1363600	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
33549	MD15G1363900	S	( S ) Function unknown	POORLY CHARACTERIZED
33550	MD15G1364000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33551	MD15G1364100	S	( S ) Function unknown	POORLY CHARACTERIZED
33552	MD15G1364200	S	( S ) Function unknown	POORLY CHARACTERIZED
33553	MD15G1364300	S	( S ) Function unknown	POORLY CHARACTERIZED
33554	MD15G1364600	S	( S ) Function unknown	POORLY CHARACTERIZED
33555	MD15G1364700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33556	MD15G1364800	I	( I ) Lipid transport and metabolism	METABOLISM
33557	MD15G1364900	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
33558	MD15G1365000	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
33559	MD15G1365100	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
33560	MD15G1365200	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33561	MD15G1365300	S	( S ) Function unknown	POORLY CHARACTERIZED
33562	MD15G1365400	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
33563	MD15G1365500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33564	MD15G1365600	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
33565	MD15G1365700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33566	MD15G1365900	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33567	MD15G1366300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33568	MD15G1366400	S	( S ) Function unknown	POORLY CHARACTERIZED
33569	MD15G1366500	S	( S ) Function unknown	POORLY CHARACTERIZED
33570	MD15G1366600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33571	MD15G1366700	S	( S ) Function unknown	POORLY CHARACTERIZED
33572	MD15G1366800	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33573	MD15G1366900	H	( H ) Coenzyme transport and metabolism	METABOLISM
33574	MD15G1367100	S	( S ) Function unknown	POORLY CHARACTERIZED
33575	MD15G1367200	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33576	MD15G1367300	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
33577	MD15G1367500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33578	MD15G1367600	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33579	MD15G1367700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33580	MD15G1367800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33581	MD15G1367900	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
33582	MD15G1368000	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33583	MD15G1368100	S	( S ) Function unknown	POORLY CHARACTERIZED
33584	MD15G1368200	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33585	MD15G1368500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33586	MD15G1368600	S	( S ) Function unknown	POORLY CHARACTERIZED
33587	MD15G1368800	C	( C ) Energy production and conversion	METABOLISM
33588	MD15G1368900	S	( S ) Function unknown	POORLY CHARACTERIZED
33589	MD15G1369000	S	( S ) Function unknown	POORLY CHARACTERIZED
33590	MD15G1369100	S	( S ) Function unknown	POORLY CHARACTERIZED
33591	MD15G1369300	S	( S ) Function unknown	POORLY CHARACTERIZED
33592	MD15G1369400	S	( S ) Function unknown	POORLY CHARACTERIZED
33593	MD15G1369700	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33594	MD15G1369800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33595	MD15G1369900	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
33596	MD15G1369900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33597	MD15G1370000	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33598	MD15G1370300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33599	MD15G1370400	S	( S ) Function unknown	POORLY CHARACTERIZED
33600	MD15G1370500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33601	MD15G1370600	S	( S ) Function unknown	POORLY CHARACTERIZED
33602	MD15G1370700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33603	MD15G1370800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33604	MD15G1370900	C	( C ) Energy production and conversion	METABOLISM
33605	MD15G1370900	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33606	MD15G1371800	C	( C ) Energy production and conversion	METABOLISM
33607	MD15G1371800	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33608	MD15G1372200	S	( S ) Function unknown	POORLY CHARACTERIZED
33609	MD15G1372300	S	( S ) Function unknown	POORLY CHARACTERIZED
33610	MD15G1372400	S	( S ) Function unknown	POORLY CHARACTERIZED
33611	MD15G1372500	S	( S ) Function unknown	POORLY CHARACTERIZED
33612	MD15G1372600	E	( E ) Amino acid transport and metabolism	METABOLISM
33613	MD15G1372700	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
33614	MD15G1372700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33615	MD15G1372800	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33616	MD15G1372900	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
33617	MD15G1373000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33618	MD15G1373200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33619	MD15G1373300	S	( S ) Function unknown	POORLY CHARACTERIZED
33620	MD15G1373400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33621	MD15G1373500	S	( S ) Function unknown	POORLY CHARACTERIZED
33622	MD15G1373600	C	( C ) Energy production and conversion	METABOLISM
33623	MD15G1373700	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
33624	MD15G1373800	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33625	MD15G1373900	S	( S ) Function unknown	POORLY CHARACTERIZED
33626	MD15G1374000	S	( S ) Function unknown	POORLY CHARACTERIZED
33627	MD15G1374100	S	( S ) Function unknown	POORLY CHARACTERIZED
33628	MD15G1374200	C	( C ) Energy production and conversion	METABOLISM
33629	MD15G1374300	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33630	MD15G1374400	S	( S ) Function unknown	POORLY CHARACTERIZED
33631	MD15G1374500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33632	MD15G1374900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33633	MD15G1375000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33634	MD15G1375100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33635	MD15G1375200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33636	MD15G1375400	C	( C ) Energy production and conversion	METABOLISM
33637	MD15G1375500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33638	MD15G1375900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33639	MD15G1376100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33640	MD15G1376300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33641	MD15G1376400	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
33642	MD15G1376500	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
33643	MD15G1376600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33644	MD15G1376600	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
33645	MD15G1376700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33646	MD15G1376700	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
33647	MD15G1376800	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33648	MD15G1377000	S	( S ) Function unknown	POORLY CHARACTERIZED
33649	MD15G1377200	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
33650	MD15G1377300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33651	MD15G1377400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33652	MD15G1377700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33653	MD15G1377800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33654	MD15G1377900	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33655	MD15G1378100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33656	MD15G1378100	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
33657	MD15G1378200	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
33658	MD15G1378400	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
33659	MD15G1378500	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
