GID	COG	COG_Name	COG_Class
MD14G1184300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1184400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1184500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1184600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1184700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1184800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1184900	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD14G1185000	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD14G1185200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1185400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1185500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1185600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD14G1185700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD14G1186000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1186100	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD14G1186200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1186300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1186400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1186500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1186600	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1186700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1186800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1186900	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD14G1187000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1187100	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD14G1187200	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD14G1187300	C	( C ) Energy production and conversion	METABOLISM
MD14G1187400	C	( C ) Energy production and conversion	METABOLISM
MD14G1187500	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD14G1187600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1187700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1187800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1188000	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD14G1188100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1188400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1188500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1188500	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD14G1188600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1188700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1188800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1188900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1189200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1189300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1189400	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD14G1189500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1189600	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD14G1189700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1189800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1189900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1190200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1190300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1190400	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD14G1190600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1190700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD14G1190800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1190900	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1191000	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD14G1191100	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD14G1191200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1191300	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1191700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1191800	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1191900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1192000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1192100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1192200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1192300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1192600	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD14G1192700	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD14G1192800	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD14G1193100	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD14G1193200	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD14G1193300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1193400	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1193600	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1193700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1193800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1193900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1194000	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1194100	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD14G1194200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1194500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1194700	C	( C ) Energy production and conversion	METABOLISM
MD14G1194800	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD14G1194900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1195000	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD14G1195100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1195200	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD14G1195300	H	( H ) Coenzyme transport and metabolism	METABOLISM
MD14G1195400	H	( H ) Coenzyme transport and metabolism	METABOLISM
MD14G1195500	H	( H ) Coenzyme transport and metabolism	METABOLISM
MD14G1195600	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1195700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1196000	E	( E ) Amino acid transport and metabolism	METABOLISM
MD14G1196100	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1196200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1196300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1196500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1196600	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1196700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD14G1196800	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1196900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1197000	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD14G1197100	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1197200	C	( C ) Energy production and conversion	METABOLISM
MD14G1197300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1197500	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD14G1197500	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD14G1197600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1197700	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD14G1197800	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD14G1197900	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD14G1198000	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1198200	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1198300	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1198400	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD14G1198500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1198500	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD14G1198800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1198900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1199000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1199100	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1199200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1199300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1199400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1199600	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD14G1199700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1199800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1200100	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1200200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1200300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1200400	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD14G1200400	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD14G1200400	W	( W ) Extracellular structures	CELLULAR PROCESSES AND SIGNALING
MD14G1200500	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD14G1200600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1200800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1200900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1201100	H	( H ) Coenzyme transport and metabolism	METABOLISM
MD14G1201200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1201300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1201600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1201700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1201800	H	( H ) Coenzyme transport and metabolism	METABOLISM
MD14G1201900	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1202000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1202100	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD14G1202600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1202900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1203000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1203200	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1203300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1203400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1203500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1203600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD14G1203700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD14G1203800	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1203900	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1204000	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD14G1204100	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD14G1204200	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD14G1204300	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD14G1204400	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD14G1204500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1204700	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1204800	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD14G1204900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1205000	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD14G1205200	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD14G1205300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1205500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1205600	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1205600	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD14G1205700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1205900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1206000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1206100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1206300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1206400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1206500	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1206600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1206700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1206800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1206900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1207000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1207100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1207200	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1207600	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1207900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1208000	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1208100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1208200	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
MD14G1208300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1208500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1208600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD14G1208700	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD14G1208900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1209000	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1209100	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1209200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1209600	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD14G1209700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD14G1209700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1209800	I	( I ) Lipid transport and metabolism	METABOLISM
MD14G1209900	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD14G1210000	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1210100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1210400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1210500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1210600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1210700	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1210800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1210900	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD14G1211000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1211200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1211300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1211400	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
MD14G1211500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1211600	E	( E ) Amino acid transport and metabolism	METABOLISM
MD14G1211700	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD14G1211700	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1211800	C	( C ) Energy production and conversion	METABOLISM
MD14G1211900	C	( C ) Energy production and conversion	METABOLISM
MD14G1212100	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD14G1212200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1212400	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD14G1212500	C	( C ) Energy production and conversion	METABOLISM
MD14G1212700	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD14G1212800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1212900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1213100	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD14G1213400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1213700	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1213800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1213900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1214000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1214100	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1214200	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1214300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1214400	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD14G1214500	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD14G1214700	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD14G1214800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1214900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1215000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1215200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1215300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1215600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1215700	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1215800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1215900	C	( C ) Energy production and conversion	METABOLISM
MD14G1216000	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD14G1216100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1216300	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD14G1216400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1216600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1216800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1217000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1217100	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1217200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1217300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1217600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1217800	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD14G1217900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1218000	E	( E ) Amino acid transport and metabolism	METABOLISM
MD14G1218200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1218200	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD14G1218300	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD14G1218400	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD14G1218500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1218600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1218700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD14G1218800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1218900	I	( I ) Lipid transport and metabolism	METABOLISM
MD14G1219000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1219100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1219400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1219500	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD14G1219700	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD14G1219800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1219900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1220100	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD14G1220200	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD14G1220300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1220400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1220500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1220600	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD14G1220700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1220800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1220900	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD14G1221000	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD14G1221100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1221300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1221400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1221500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1221600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1221900	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD14G1222000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1222100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1222200	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1222300	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
MD14G1222500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1222700	I	( I ) Lipid transport and metabolism	METABOLISM
MD14G1222800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1223000	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1223100	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1223200	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1223300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1223500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1223600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1223700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1223800	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD14G1223900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1224000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1224100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1224200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1224300	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1224400	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1224600	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1224700	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1224800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1224900	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1225100	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1225200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1225300	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1225400	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1225500	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD14G1225600	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1225700	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1225900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1226200	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD14G1226300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1226400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1226500	C	( C ) Energy production and conversion	METABOLISM
MD14G1226600	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD14G1226800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1226900	S	( S ) Function unknown	POORLY CHARACTERIZED
